Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
FVD	Value Line Dividend Index First Trust	Finance	Closed-End Fund - Debt	0	0.25	0	0	0	0	0	0
FVL	Value Line 100 ETF First Trust	Finance	Closed-End Fund - Debt	0	-0.668	0	0	0	0	0	0
FWDB	Madrona Global Bond ETF			0	0	0	0	0	0	0	0
FWDD	Madrona Domestic ETF			0	0	0	0	0	0	0	0
FWDI	Madrona International ETF			0	0	0	0	0	0	0	0
FXA	Australian Dollar Trust			0	0	0	0	0	0	0	0
FXB	British Pound Sterling Trust			0	0	0	0	0	0	0	0
FXC	Canadian Dollar Trust			0	0	0	0	0	0	0	0
FXCH	Chinese Renminbi Trust			0	0	0	0	0	0	0	0
FXD	Consumer Disc Alphadex First Trust			0	0	0	0	0	0	0	0
FXE	Euro Trust			0	-0.78	0	0	0	0	0	0
FXEP	Powershares Developed Europacif			0	0	0	0	0	0	0	0
FXEU	Powershares Europe Currency Hed			0	0	0	0	0	0	0	0
FXF	Swiss Franc Trust			0	0	0	0	0	0	0	0
FXG	Consumer Staples Alphadex First Trust			0	0	0	0	0	0	0	0
FXH	Healthcare Alphadex First Trust			0	0	0	0	0	0	0	0
FXI	FTSE China 25 Index Fund Ishares	Finance	Closed-End Fund - Equity	0	-8.28	0	0	0	0	0	0
FXJP	Powershares Japan Currency Hedg			0	0	0	0	0	0	0	0
FXL	Technology Alphadex First Trust			0	0	0	0	0	0	0	0
FXN	Energy Alphadex First Trust			0	0	0	0	0	0	0	0
FXO	Financial Alphadex First Trust			0	0	0	0	0	0	0	0
FXP	Ultrashort FTSE China 25 Proshares			0	0	0	0	0	0	0	0
FXR	Indust/Producer Dur Alphadex First Trust			0	0	0	0	0	0	0	0
FXS	Swedish Krona Trust			0	0	0	0	0	0	0	0
FXSG	Currencyshares Singapore Dollar			0	0	0	0	0	0	0	0
FXU	Utilities Alphadex First Trust			0	0	0	0	0	0	0	0
FXY	Japanese Yen Trust			0	-0.38	0	0	0	0	0	0
FXZ	Materials Alphadex First Trust			0	0	0	0	0	0	0	0
FYLD	Cambria Foreign Shareholder Yie			0	0	0	0	0	0	0	0
GAA	Cambria Global Asset Allocation			0	0	0	0	0	0	0	0
GAF	SPDR S&P Emrg Middle East & Africa	Finance - Savings and Loans		0	0	0	0	0	0	0	0
GAL	SPDR SSGA Global Allocation ETF			0	0	0	0	0	0	0	0
GAMR	Factorshares Trust Purefunds Vi			0	-0.34	0	0	0	0	0	0
GARD	Reality Shares Divcon Dividend			0	0	0	0	0	0	0	0
GASL	Nat Gas Bull 3X Rltd Direxion			0	0	0	0	0	0	0	0
GASX	Direxion Daily Natural Gas Rela			0	0	0	0	0	0	0	0
GAZ	DJ-UBS Natural Gas TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
GBB	GBP/USD Exchange Rate ETN Ipath			0	0	0	0	0	0	0	0
GBF	Government/Credit Bond Ishares			0	0	0	0	0	0	0	0
GBIL	Goldman Sachs Treasuryaccess 0-1 Year ETF			0	0	0	0	0	0	0	0
GBR	New Concept Energy Inc	Energy	Oil & Gas Production	0	-1.831	0	1945912	0	0	0.8797	1
GCC	Continuous Commodity Index			0	0	0	0	0	0	0	0
GCE	CEF GS Connect ETN Claymore			0	0	0	0	0	0	0	0
GCOW	Pacer Global Cash Cows Dividend			0	0	0	0	0	0	0	0
GDJJ	Proshares Ultra Junior Miners			0	0	0	0	0	0	0	0
GDX	Gold Miners ETF Market Vectors			0	0	0	0	0	0	0	0
GDXJ	Junior Gold Miners ETF Market Vectors			0	0	0	0	0	0	0	0
GDXS	Proshares Ultrashort Gold Miner			0	0	0	0	0	0	0	0
GDXX	Proshares Ultra Gold Miners ETF			0	0	0	0	0	0	0	0
GEM	Goldman Sachs Activebeta Emergi			0	0	0	0	0	0	0	0
GEUR	Advisorshares Gartman Gold/Euro			0	0	0	0	0	0	0	0
GEX	Global Alternatve Energy ETF Market Vectors	Technology	Internet Service Providers	0	0	0	0	0	0	0	0
GGN	Gamco Global Gold Natural Resources	Finance	Closed-End Fund - Equity	0	0	10.99	0	0.6	0	0	0
GGN-B	Gamco Global Gold Natural Reou			0	0	0	0	0	0	0	0
GGO	Gabelli Go Anywhere Trust			0	0	0	0	0	0	0	0
GGO-A	The Gabelli Healthcare and Wellness Trust			0	0	0	0	0	0	0	0
GGOV	Germany Sov/Sub-Sov Debt ETF Proshares			0	0	0	0	0	0	0	0
GHE	Rex Gold Hedged FTSE Emerging M			0	0	0	0	0	0	0	0
GHII	Gold Horse Intl Inc			0	4.4	0	0	0	0	0	0
GHS	Rex Gold Hedged S&P 500 ETF			0	0	0	0	0	0	0	0
GHYG	Global High Yield Corporate Bond Fund Ishares			0	0	0	0	0	0	0	0
GIG	Gigpeak Inc			210	0.01	0	67738100	0	0.83	3.16	1.53
GII	SPDR FTSE Global Infra 100			0	0	0	0	0	0	0	0
GIVE	Advisorshares Global Echo ETF			0	0	0	0	0	0	0	0
GLD	SPDR Gold	Finance	Closed-End Fund - Equity	0	18.36	0	0	0	0	0	0
GLDW	SPDR Long Dollar Gold Trust			0	0	0	0	0	0	0	0
GLL	Ultrashort Gold Proshares			0	0	0	0	0	0	0	0
GLO	Clough Global Opportunities Fund			0	-0.7	11.18	0	1.03	0	0	0
GLOW	Glowpoint Inc			0	-0.112	0	35488500	0	0	0.55	2.857
GLQ	Clough Global Equity Fund	Finance	Closed-End Fund - Equity	0	-1.07	10.4	0	1.19	0	0	0
GLTR	Physical Precious Metals Basket			0	0	0	0	0	0	0	0
GLU	Gabelli Global Utility			0	1.8	6.83	0	1.2	0	0	0
GLU-A	The Gabelli Global Utility and			0	0	0	0	0	0	0	0
GLV	Clough Global Allocation Fund	Finance	Closed-End Fund - Equity	0	-0.47	10.18	0	1.24	0	0	0
GMF	SPDR S&P Emerging Asia Pacific			0	0	0	0	0	0	0	0
GML	SPDR S&P Emerging Latin America		Education & Training Services	0	0	0	0	0	0	0	0
GMM	SPDR S&P Emerging Markets			0	0	0	0	0	0	0	0
GMMB	Columbia Intermediate Municipal Bond ETF			0	0	0	0	0	0	0	0
GMO	General Moly Inc	Basic Industries	Precious Metals	0	-0.074	0	110571300	0	0	0	0.5055
GMOM	Cambria Global Momentum ETF			0	0	0	0	0	0	0	0
GMTB	Columbia Core Bond ETF			0	0	0	0	0	0	0	0
GNR	SPDR S&P Global Natural Resources			0	0	0	0	0	0	0	0
GOEX	Global X Funds			0	0	0	0	0	0	0	0
GORO	Gold Resource Corp	Basic Industries	Precious Metals	59.8	0.1	0.35	56565570	0.02	0	3.78	2.94
GOVT	Core US Treasury Bond ETF Ishares			0	0	0	0	0	0	0	0
GPL	Great Panther Silver Ltd	Basic Industries	Precious Metals	0	-0.05	0	166435400	0	0	5.43	4.31
GQRE	Flexshares Global Quality Real			0	0	0	0	0	0	0	0
GRC	Gorman-Rupp Company	Capital Goods	Fluid Controls	31.91	0.95	1.5	26093040	0.46	2.01	2.1	2.65
GREK	G-X FTSE Greece 20 ETF			0	0	0	0	0	0	0	0
GRES	IQ Global Resources ETF			0	0	0	0	0	0	0	0
GRF	Eagle Capital Growth Fund	Finance	Closed-End Fund - Equity	0	0.58	16.76	0	1.19	0	0	0
GRI	Global Realty Majors Cohen & Steers ETF	Retail		0	0	0	0	0	0	0	0
GRN	Global Carbon ETN Ipath	Consumer Services	Rubber & Plastics	0	0	0	0	0	0	0	0
GRU	MLCX Grains Index TR ETN Elements		Information & Delivery Services	0	0	0	0	0	0	0	0
GRWN	Softs Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
GSAT	Globalstar			0	-0.04	0	1081481000	0	-2.3	15.67	5.85
GSB	Globalscape	Technology	Computer Software: Prepackaged Software	21.67	0.18	1.57	21517950	0.06	0	2.47	2.75
GSC	GS Connect S&P GSCI Enh Commodity TR ETN			0	0	0	0	0	0	0	0
GSD	Wisdomtree Global Smallcap Divi			0	0	0	0	0	0	0	0
GSEU	Goldman Sachs Activebeta Europe			0	0	0	0	0	0	0	0
GSG	S&P GSCI Commodity-Indexed Trust Ishares			0	-1.81	0	0	0	0	0	0
GSIE	Goldman Sachs Activebeta Intern			0	0	0	0	0	0	0	0
GSJY	Goldman Sachs Activebeta Japan			0	0	0	0	0	0	0	0
GSLC	Goldman Sachs Activebeta U.S. L			0	0	0	0	0	0	0	0
GSP	S&P GSCI Total Return Index ETN Ipath			0	0	0	0	0	0	0	0
GSS	Golden Star Resources Ltd	Basic Industries	Precious Metals	0	-0.11	0	328747500	0	9.9	1.39	0
GST	Gastar Exploration	Energy	Oil & Gas Production	0	-2.63	0	129298400	0	-0.14	4.01	0
GST-A	Gastar Exploration 8.625% Serie			0	0	0	0	0	0	0	0
GST-B	Gastar Exploration USA Inc Pfd			0	0	0	0	0	0	0	0
GSV	Gold Standard Ventures Corp			0	-0.04	0	221517600	0	-25.06	0	6.56
GSY	Guggenheim Enhanced Short Duration ETF			0	0	0	0	0	0	0	0
GTAA	Cambria Global Tactical ETF			0	0	0	0	0	0	0	0
GTE	Gran Tierra Energy Inc	Energy	Oil & Gas Production	0	-1.41	0	355671700	0	-0.25	3.61	1.06
GTO	Guggenheim Total Return Bond Et			0	0	0	0	0	0	0	0
GUNR	Mstar Global Upstrm Nat Res ETF Flexshares			0	0	0	0	0	0	0	0
GUR	SPDR S&P Emerging Europe			0	0	0	0	0	0	0	0
GURI	Global X Guru International Ind			0	0	0	0	0	0	0	0
GURU	Global X Guru Index ETF			0	0	0	0	0	0	0	0
GUSH	Direxion Daily S&P Oil & Gas Ex			0	0	0	0	0	0	0	0
GV	Goldfield Corp	Public Utilities	Water Supply	14.13	0.5	0	25451060	0	0	1.36	3.82
GVAL	Cambria Global Value ETF			0	0	0	0	0	0	0	0
GVI	Interm Govt/Credit Bond Ishares			0	0	0	0	0	0	0	0
GVIP	Goldman Sachs Hedge Industry Vip ETF			0	0	0	0	0	0	0	0
GVP	GSE Systems	Technology	Computer Software: Prepackaged Software	40.51	0.08	0	18684370	0	0	1.09	2.92
GWL	SPDR S&P World Ex-US			0	0	0	0	0	0	0	0
GWX	SPDR S&P Smallcap International			0	0	0	0	0	0	0	0
GXC	SPDR S&P China			0	0	0	0	0	0	0	0
GXF	G-X FTSE Nordic Region ETF			0	0	0	0	0	0	0	0
GXG	G-X FTSE Colombia 20 ETF			0	0	0	0	0	0	0	0
GYEN	Advisorshares Gartman Gold/Yen			0	0	0	0	0	0	0	0
GYLD	Arrow DJ Global Yield ETF			0	0	0	0	0	0	0	0
HACK	Purefunds ISE Cyber Security Et			0	0	0	0	0	0	0	0
HACV	Ishares Currency Hedged MSCI AC			0	0	0	0	0	0	0	0
HACW	Ishares Currency Hedged MSCI AC			0	0	0	0	0	0	0	0
HAHA	CSOP China Csi 300 A-H Dynamic			0	0	0	0	0	0	0	0
HAKD	Direxion Daily Cyber Security B			0	0	0	0	0	0	0	0
HAKK	Direxion Daily Cyber Security B			0	0	0	0	0	0	0	0
HAO	China Smallcap Guggenheim			0	0	0	0	0	0	0	0
HAP	Market Vectors Rve Hard Assets Producers ETF			0	0	0	0	0	0	0	0
HAUD	Ishares Currency Hedged MSCI Au			0	0	0	0	0	0	0	0
HAWX	Ishares Currency Hedged MSCI AC			0	0	0	0	0	0	0	0
HCHC	Hc2 Holdings Inc			0	-1.47	0	41817600	0	0	0.18	1.58
HCRF	Ishares Edge MSCI Multifactor H			0	0	0	0	0	0	0	0
HDAW	Db-Xt MSCI All World Ex-US Div Yld Hgd Eq			0	0	0	0	0	0	0	0
HDEE	Db-Xt MSCI Emkts High Div Yld Hgd Eq			0	0	0	0	0	0	0	0
HDEF	Db-Xt MSCI EAFE  High Div Yld Hgd Eq			0	0	0	0	0	0	0	0
HDEZ	Db-Xt MSCI Eurozone High Div Yld			0	0	0	0	0	0	0	0
HDG	Hedge Replication ETF Proshares			0	0	0	0	0	0	0	0
HDGE	Active Bear ETF			0	0	0	0	0	0	0	0
HDLS	Wisdomtree International Hedged			0	0	0	0	0	0	0	0
HDLV	Etracs Montly Pay 2X Leveraged			0	0	0	0	0	0	0	0
HDMV	FT Horizon Managed Volatility Developed Intl			0	0	0	0	0	0	0	0
HDRW	Wisdomtree Global Ex-U.S. Hedge			0	0	0	0	0	0	0	0
HDV	Core High Dividend ETF Ishares			0	0	0	0	0	0	0	0
HDWM	Wisdomtree Trust Wisdomtree Int			0	0	0	0	0	0	0	0
HDWX	SPDR S&P International Dividend			0	0	0	0	0	0	0	0
HEB	Hemispherx Biopharma	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	0	-0.45	0	24111110	0	0	105.08	0.65
HECO	Ecological Strategy ETF			0	0	0	0	0	0	0	0
HEDJ	Intl Hedged Equity Wisdomtree			0	0	0	0	0	0	0	0
HEEM	Ishares Currency Hedged MSCI EM			0	0	0	0	0	0	0	0
HEFA	Currency Hedged MSCI EAFE Ishares			0	0	0	0	0	0	0	0
HEFV	Ishares Currency Hedged MSCI Ea			0	0	0	0	0	0	0	0
HEMV	Ishares Currency Hedged MSCI EM			0	0	0	0	0	0	0	0
HEUS	Ishares Currency Hedged MSCI EU			0	0	0	0	0	0	0	0
HEUV	Ishares Currency Hedged MSCI EU			0	0	0	0	0	0	0	0
HEVY	Ipath Pure Beta Industrial Metals			0	0	0	0	0	0	0	0
HEWC	Ishares Currency Hedged MSCI CA			0	0	0	0	0	0	0	0
HEWG	Currency Hedged MSCI Germ Ishares			0	0	0	0	0	0	0	0
HEWI	Ishares Currency Hedged MSCI IT			0	0	0	0	0	0	0	0
HEWJ	Currency Hedged MSCI Japan Ishares			0	0	0	0	0	0	0	0
HEWL	Ishares Currency Hedged MSCI Sw			0	0	0	0	0	0	0	0
HEWP	Ishares Currency Hedged MSCI SP			0	0	0	0	0	0	0	0
HEWU	Ishares Currency Hedged MSCI Un			0	0	0	0	0	0	0	0
HEWW	Ishares Currency Hedged MSCI Me			0	0	0	0	0	0	0	0
HEWY	Ishares Currency Hedged MSCI So			0	0	0	0	0	0	0	0
HEZU	Ishares Trust Ishares Currency			0	0	0	0	0	0	0	0
HFEZ	SPDR Euro Stoxx 50 Currency Hed			0	0	0	0	0	0	0	0
HFXE	IQ 50 Percent Hedged FTSE Europ			0	0	0	0	0	0	0	0
HFXI	IQ 50 Percent Hedged FTSE Inter			0	0	0	0	0	0	0	0
HFXJ	IQ 50 Percent Hedged FTSE Japan			0	0	0	0	0	0	0	0
HGEU	Proshares Hedged FTSE Europe			0	0	0	0	0	0	0	0
HGI	Intl Multi-Asset Inc Guggenheim			0	0	0	0	0	0	0	0
HGJP	Proshares Hedged FTSE Japan			0	0	0	0	0	0	0	0
HGSD	Wisdomtree Global Hedged Smallc			0	0	0	0	0	0	0	0
HH	Hooper Holmes	Health Care	Hospital/Nursing Management	0	-1.49	0	10104650	0	0	0.25	0
HHYX	Ishares Currency Hedged Global			0	0	0	0	0	0	0	0
HILO	Low Volatility EM Dividend ETF Egshares			0	0	0	0	0	0	0	0
HIPS	Master Income ETF			0	0	0	0	0	0	0	0
HJPX	Ishares Currency Hedged Jpx-Nik			0	0	0	0	0	0	0	0
HLM.P	Hillman Gr Cap 11.6			0	0	0	0	0	0	0	0
HLTH	Nobilis Health Corp			4.06	0.55	0	76875550	0	0.46	0.62	1.3
HMG	Hmg/Courtland Properties	Consumer Services	Real Estate Investment Trusts	27.88	0.37	0	1001923	0	0	159.41	0.49
HNW	Pioneer Diversified High Income Trust			0	1.75	8.53	0	1.38	0	0	0
HOLD	Advisorshares Sage Core Reserve			0	0	0	0	0	0	0	0
HOML	Etracs Monthly Reset 2Xleverage			0	0	0	0	0	0	0	0
HRT	Arrhythmia Research Technology Inc	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	0	-0.28	0	2815490	0	0	0.61	1.82
HSCZ	Ishares Currency Hedged MSCI Ea			0	0	0	0	0	0	0	0
HSPX	Horizons S&P 500 Covered Call			0	0	0	0	0	0	0	0
HTM	U.S. Geothermal Inc	Public Utilities	Electric Utilities: Central	147.74	0.03	0	18921400	0	7.63	2.81	0.84
HTUS	Hull Tactical US ETF			0	0	0	0	0	0	0	0
HUSA	Houston American Energy Corp	Energy	Oil & Gas Production	0	-0.059	0	51256280	0	0	47.439	2.349
HUSE	US Equity Rotation Strategy ETF			0	0	0	0	0	0	0	0
HUSV	First Trust Horizon Managed Volatility Domestic			0	0	0	0	0	0	0	0
HVPW	U.S. Equity High Volatility Put			0	0	0	0	0	0	0	0
HYD	High-Yield Muni ETF Market Vectors			0	0	0	0	0	0	0	0
HYDD	Direxion Daily High Yield Bear			0	0	0	0	0	0	0	0
HYEM	Emrg Mkts High Yield Bd ETF Market Vectors			0	0	0	0	0	0	0	0
HYG	Iboxx $ High Yield Corporate Bd Ishares			0	0	0	0	0	0	0	0
HYGH	Interest Rate Hedged High Yield Ishares			0	0	0	0	0	0	0	0
HYHG	High Yield-Interest Rate Proshares			0	0	0	0	0	0	0	0
HYIH	Db-Xt HY Corp Bd Intr Rt Hdg			0	0	0	0	0	0	0	0
HYLB	Deutsche X-Trackers USD High Yield Corporate Bon			0	0	0	0	0	0	0	0
HYLD	Peritus High Yield ETF			0	0	0	0	0	0	0	0
HYMB	SPDR S&P High Yield Municipal Bd			0	0	0	0	0	0	0	0
HYS	0-5 Year Hi Yld Corp Bond Idx ETF Pimco			0	0	0	0	0	0	0	0
HYXU	Global Ex-US High Yield Corp Bond Fund Ishares			0	0	0	0	0	0	0	0
IAF	Aberdeen Australia Equity Fund Inc	Finance	Closed-End Fund - Foreign	0	0.54	11.19	0	0.64	0	0	0
IAGG	Ishares International Aggregate			0	0	0	0	0	0	0	0
IAI	DJ US Broker-Dealers Ishares			0	0	0	0	0	0	0	0
IAK	DJ US Insurance Ishares			0	0	0	0	0	0	0	0
IAT	DJ US Regional Banks Ishares			0	0	0	0	0	0	0	0
IAU	Gold Trust Ishares	Finance	Closed-End Fund - Equity	0	0.47	0	0	0	0	0	0
IBCC	2018 Investment Grade Ishares			0	0	0	0	0	0	0	0
IBCD	2020 Investment Grade Ishares			0	0	0	0	0	0	0	0
IBCE	2023 Investment Grade Ishares			0	0	0	0	0	0	0	0
IBDB	Inc Isharesbond 2018 Ishares			0	0	0	0	0	0	0	0
IBDC	Inc Isharesbond 2020 Ishares			0	0	0	0	0	0	0	0
IBDD	Inc Isharesbond 2023 Ishares			0	0	0	0	0	0	0	0
IBDH	Isharebond Dec 2018 Corporate T			0	0	0	0	0	0	0	0
IBDJ	Ishares Ibonds Dec 2017 Corporate			0	0	0	0	0	0	0	0
IBDK	Ishares Ibonds Dec 2019 Corporate			0	0	0	0	0	0	0	0
IBDL	Ishares Ibonds Dec 2020 Corpora			0	0	0	0	0	0	0	0
IBDM	Ishares Ibonds Dec 2021 Corporate			0	0	0	0	0	0	0	0
IBDN	Ishares Ibonds Dec 2022 Corporate			0	0	0	0	0	0	0	0
IBDO	Ishares Ibonds Dec 2023 Corpora			0	0	0	0	0	0	0	0
IBDP	Ishares Ibonds Dec 2024 Corpora			0	0	0	0	0	0	0	0
IBDQ	Ishares Ibonds Dec 2025 Corpora			0	0	0	0	0	0	0	0
IBDR	Ishares Ibonds Dec 2026 Term Corporate ETF			0	0	0	0	0	0	0	0
IBIO	Ibio Inc	Consumer Durables	Major Pharmaceuticals	0	-0.13	0	89097560	0	0	39.29	5.09
IBLN	Direxion Ibillionaire Index ETF			0	0	0	0	0	0	0	0
IBMF	2017 S&P Amt-Free Municipal Ser Ishares			0	0	0	0	0	0	0	0
IBMG	2018 S&P Amt-Free Municipal Ishares			0	0	0	0	0	0	0	0
IBMH	2019 Amt-Free Muni Term Ishares			0	0	0	0	0	0	0	0
IBMI	Ishares Muni 2020			0	0	0	0	0	0	0	0
IBMJ	Ishares Trust Ishares Ibonds De			0	0	0	0	0	0	0	0
IBMK	Ishares Trust Ishares Ibonds De			0	0	0	0	0	0	0	0
IBND	SPDR Intl Corp Bond Barclays Capital			0	0	0	0	0	0	0	0
ICF	Realty Majors Cohen & Steers Ishares	Finance	Closed-End Fund - Equity	0	7.83	0	0	0	0	0	0
ICI	Optimized Currency Carry ETN Ipath			0	0	0	0	0	0	0	0
ICN	Wisdomtree Indian Rupee Fund			0	0	0	0	0	0	0	0
ICOL	MSCI Colombia Capped Ishares			0	0	0	0	0	0	0	0
ICSH	Liquidity Income Ishares			0	0	0	0	0	0	0	0
ICVT	Ishares Convertible Bond ETF			0	0	0	0	0	0	0	0
IDHD	Powershares S&P Internatl Dev Hi Div Low Vol Por			0	0	0	0	0	0	0	0
IDHQ	S&P Intl Dev High Quality Powershares			0	0	0	0	0	0	0	0
IDLV	S&P Intl Dev Low Volatility Powershares			0	0	0	0	0	0	0	0
IDMO	Powershares S&P International D			0	0	0	0	0	0	0	0
IDN	Intellicheck Mobilisia	Technology	Computer Software: Prepackaged Software	0	-0.64	0	10564910	0	0	6.4	2.19
IDOG	Alps International Sector Divid			0	0	0	0	0	0	0	0
IDU	DOW Utilities Ishares	Finance	Closed-End Fund - Equity	0	20.39	0	0	0	0	0	0
IDV	DJ Intl Select Div Idx Ishares			0	0	0	0	0	0	0	0
IDX	Indonesia Index ETF Market Vectors			0	0	0	0	0	0	0	0
IEC	IEC Electronics	Technology	Electrical Products	15.32	0.47	0	10276840	0	0	0.31	2.71
IEF	7-10 Yr Trsy Ishares	Finance	Closed-End Fund - Equity	0	7.55	0	0	0	0	0	0
IEFA	Core MSCI EAFE Ishares			0	0	0	0	0	0	0	0
IEI	3-7 Year Treasury Bond Ishares			0	0	0	0	0	0	0	0
IEMG	Core MSCI Emerging Mkts Ishares			0	0	0	0	0	0	0	0
IEO	DJ US Oil & Gas Ex Index Ishares			0	0	0	0	0	0	0	0
IEUR	Core Europe Ishares			0	0	0	0	0	0	0	0
IEV	S&P Europe 350 Index Ishares	Index	Closed-End Fund - Equity	0	-3.8	0	0	0	0	0	0
IEZ	DJ US Oil Equipment Index Ishares			0	0	0	0	0	0	0	0
IF	Aberdeen Indonesia Fund	Finance	Closed-End Fund - Debt	0	-0.44	0.49	0	0.03	0	0	0
IFIX	DB-X Barclays Inter Corp Bh ETF			0	-0.57	0	0	0	0	0	0
IFLY	Factorshares Trust Purefunds Dr			0	0	0	0	0	0	0	0
IFMI	Institutional Financial Markets	Finance	Investment Bankers/Brokers/Service	0	-0.05	6.5	11352000	0.08	0	0.29	0.36
IGC	India Globalization Capital Inc	Basic Industries	Military/Government/Technical	0	-0.135	0	28363640	0	0	3.049	0.481
IGE	S&P Natural Resources North Amer Ishares	Finance	Closed-End Fund - Equity	0	-13.07	0	0	0	0	0	0
IGEM	Vaneck Vectors EM Inv Grade + Bb Rated USD Sb Et			0	0	0	0	0	0	0	0
IGHG	Investment Grade-Interest Rate Proshares			0	0	0	0	0	0	0	0
IGIH	Db-Xt Invt Grd Bd Intr Rt Hdg			0	0	0	0	0	0	0	0
IGM	S&P Technology North Amer Ishares	Index	Closed-End Fund - Equity	0	12.53	0	0	0	0	0	0
IGN	S&P Tech-Multimd Ntwk North Amer Ishares	Finance	Closed-End Fund - Equity	0	6.44	0	0	0	0	0	0
IGRO	Ishares International Dividend			0	0	0	0	0	0	0	0
IGV	S&P Tech-Software North Amer Ishares	Finance	Closed-End Fund - Equity	0	20.85	0	0	0	0	0	0
IGVT	DB-X Barclays Inter Treas Bh ETF			0	0	0	0	0	0	0	0
IHDG	Wisdomtree International Hedged			0	0	0	0	0	0	0	0
IHE	DJ US Pharmaceuticals Ishares			0	0	0	0	0	0	0	0
IHF	DJ US Healthcare Provider Ishares			0	0	0	0	0	0	0	0
IHI	DJ US Medical Devices Ishares			0	0	0	0	0	0	0	0
IHT	Innsuites Hospitality Trust	Consumer Services	Real Estate Investment Trusts	0	-0.32	0.51	9678899	0.01	0	4.04	3.89
IHY	Intl High Yield Bond ETF Market Vectors			0	0	0	0	0	0	0	0
IJH	S&P Midcap 400 Index Ishares	Index	Closed-End Fund - Equity	0	19.07	0	0	0	0	0	0
IJJ	S&P Midcap 400 Value Index Ishares	Index	Closed-End Fund - Equity	0	18.56	0	0	0	0	0	0
IJK	S&P Midcap 400 Growth Index Ishares	Index	Closed-End Fund - Equity	0	18.33	0	0	0	0	0	0
IJR	S&P Smallcap 600 Index Ishares	Index	Closed-End Fund - Equity	0	17.32	0	0	0	0	0	0
IJS	S&P Smallcap 600 Value Index Ishares	Index	Closed-End Fund - Equity	0	-4.57	0	0	0	0	0	0
IJT	S&P Smallcap 600 Growth Ishares	Index	Closed-End Fund - Equity	0	17.18	0	0	0	0	0	0
ILB	Global Advantage Inflation-Linked Bd Strat Fd Pi			0	0	0	0	0	0	0	0
ILF	S&P Latin Amer 40 Index Ishares	Finance	Closed-End Fund - Equity	0	-2.82	0	0	0	0	0	0
ILTB	10+ Year Government/Credit Bond Ishares			0	0	0	0	0	0	0	0
IMH	Impac Mortgage Holdings	Consumer Services	Real Estate Investment Trusts	4.56	3.11	0	16014800	0	0.99	6.08	1.07
IMLP	Ipath S&P MLP ETN			0	0	0	0	0	0	0	0
IMO	Imperial Oil Ltd	Energy	Integrated oil Companies	16.75	1.95	1.26	847639500	0.45	1.68	1.39	1.49
IMOM	Momentumshares International Qu			0	0	0	0	0	0	0	0
IMTB	Ishares Core 5 10 Year USD Bond ETF			0	0	0	0	0	0	0	0
IMTM	Ishares MSCI International Mome			0	0	0	0	0	0	0	0
IMU.W	Immunocellular Therapeutics Warrant			0	0	0	0	0	0	0	0
IMUC	Immunocellular Thera			0	-8.31	0	3445344	0	0	0	0.72
INCO	India Consumer Egshares			0	0	0	0	0	0	0	0
INDA	India Index Fund MSCI Ishares			0	0	0	0	0	0	0	0
INDF	Ishares Edge MSCI Multifactor I			0	0	0	0	0	0	0	0
INDL	India Bull 3X Direxion			0	0	0	0	0	0	0	0
INFU	Infusystems Holdings	Health Care	Medical/Dental Instruments	33.57	0.07	0	22668090	0	0	0.81	1.07
INKM	SPDR SSGA Income Allocation ETF			0	0	0	0	0	0	0	0
INP	India Index ETN MSCI Ipath			0	0	0	0	0	0	0	0
INR	INR/USD ETN Market Vectors			0	0	0	0	0	0	0	0
INS	Intelligent Systems Corp	Capital Goods	Metal Fabrications	0	-0.01	0	8731982	0	0	5.15	1.66
INTF	Ishares Factorselect MSCI Inter			0	0	0	0	0	0	0	0
INTT	Intest Corp			29.45	0.16	0	10277080	0	0	1.36	1.39
INUV	Inuvo Inc	Consumer Services	Advertising	266.67	0.01	0	24931250	0	1.78	0.55	3.45
INXX	India Infrastructure Egshares			0	0	0	0	0	0	0	0
IOIL	IQ Global Oil Smallcap ETF			0	0	0	0	0	0	0	0
IOO	S&P Global 100 Index Ishares			0	8.25	0	0	0	0	0	0
IOT	Income Opportunity Realty Trust	Consumer Services	Real Estate Investment Trusts	18.31	0.49	0	4168339	0	0	0	0.43
IPAC	Core Pacific Ishares			0	0	0	0	0	0	0	0
IPAY	Purefunds ISE Mobile Payments E			0	0	0	0	0	0	0	0
IPB	Merrill Lynch & Co	Finance	Finance: Consumer Services	0	0	0	0	0	0	0	0
IPD	SPDR S&P Cons Disc Sector International			0	0	0	0	0	0	0	0
IPE	SPDR Tips Barclays Capital			0	0	0	0	0	0	0	0
IPF	SPDR S&P Financial Sector International			0	0	0	0	0	0	0	0
IPFF	S&P Intl Preferred Stock Index Ishares			0	0	0	0	0	0	0	0
IPK	SPDR S&P Technology Sector International			0	0	0	0	0	0	0	0
IPN	SPDR S&P Industrial Sector International			0	0	0	0	0	0	0	0
IPO	Renaissance Ipo ETF			0	0	0	0	0	0	0	0
IPOS	Renaissance Capital Greenwich F			0	0	0	0	0	0	0	0
IPS	SPDR S&P Cons Stapl Sector International			0	0	0	0	0	0	0	0
