Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
CO	China Cord Blood Corporation	Finance	Business Services	32.36	0.18	0	73003400	0	0	4.29	1.68
CODI	Compass Diversified Holdings	Technology	Professional Services	62.23	0.27	8.42	54299120	1.44	1.72	0.99	1.16
COE	China Online Education Group			0	-9.13	0	20024740	0	0	5.73	77.42
COF	Capital One Financial Corp	Finance	Major Banks	12.82	6.89	1.81	483484200	1.6	1.31	2.25	0.9
COF-C	Capital One Financial Corporat			0	0	0	0	0	0	0	0
COF-D	Capital One Financial Corporat			0	0	0	0	0	0	0	0
COF-F	Capital One Financial Corporat			0	0	0	0	0	0	0	0
COF-G	Capital One Financial Corp.			0	0	0	0	0	0	0	0
COF-H	Capital One Financial Corp Pfd			0	0	0	0	0	0	0	0
COF-P	Capital One Financial Corp Pfd			0	0	0	0	0	0	0	0
COF.W	Capital One Financial Corp			0	0	0	0	0	0	0	0
COG	Cabot Oil & Gas Corp	Energy	Oil & Gas Production	0	-0.53	0.34	465309500	0.08	-1.69	10.16	3.94
COH	Coach Inc	Consumer Non-Durables	Apparel	20.89	1.82	3.6	280535900	1.35	1.77	2.32	3.74
COL	Rockwell Collins	Capital Goods	Military/Government/Technical	16.29	5.59	1.46	131951300	1.32	2.51	2.26	5.41
COO	Cooper Companies	Health Care	Ophthalmic Goods	34.17	5.59	0.03	48795810	0.06	1.6	4.73	3.44
COP	Conocophillips	Energy	Integrated oil Companies	0	-2.91	2.13	1237335000	1.06	-1.92	2.55	1.7
COR	Coresite Realty Corp	Consumer Services	Real Estate Investment Trusts	56.51	1.43	3.71	33436750	3.2	2.24	7.2	8.98
COR-A	Coresite Realty Corp			0	0	0	0	0	0	0	0
COR-Z	Corenergy Infrastructure Trust Inc. Dep. Pfd			0	0	0	0	0	0	0	0
CORR	Corenergy Infrastructure Trust Inc			20.56	1.77	8.39	11876070	3	8.08	4.72	1.19
COT	Cott Corp	Consumer Non-Durables	Beverages (Production/Distribution)	0	-0.04	2.31	137963000	0.24	1.31	0.49	1.53
COTV	Cotiviti Holdings			93.77	0.39	0	90237900	0	2.04	5.54	3.71
COTY	Coty Inc			210.11	0.09	2.73	746170600	0.5	-5.32	3.17	24.56
CP	Canadian Pacific Railway	Transportation	Railroads	18.21	8.16	1.05	146267200	1.52	2.54	4.52	6.08
CPA	Copa Holdings S.A.	Transportation	Air Freight/Delivery Services	0	-3.88	2.12	42321030	2.04	0.2	1.89	2.3
CPAC	Cementos Pacasmayo S.A.A			0	0.47	4.25	109391100	0.42	12.89	0	0
CPB	Campbell Soup Company	Consumer Non-Durables	Packaged Foods	29.73	2.13	2.19	307096600	1.4	3.88	2.46	12.33
CPE	Callon Petroleum Company	Energy	Oil & Gas Production	0	-2.05	0	161040800	0	0.57	14.61	2.06
CPE-A	Callon Petroleum Company Prefer			0	0	0	0	0	0	0	0
CPF	Central Pacific Financial Co	Finance	Major Banks	21.08	1.5	2.03	30796010	0.64	2.49	4.74	1.92
CPG	Crescent Pt Energy			0	-1.22	2.02	541594400	0.27	0	3.68	0.77
CPK	Chesapeake Utilities Corp	Public Utilities	Oil & Gas Production	24.72	2.7	1.88	16317370	1.22	3.91	2.3	2.42
CPL	Cpfl Energia S.A.	Public Utilities	Electric Utilities: Central	24.68	0.66	1.61	509179900	0.26	4.57	1.41	3.2
CPN	Calpine Corp	Public Utilities	Electric Utilities: Central	44.81	0.05	0	358798300	0	11.82	0.59	1.22
CPPL	Columbia Pipeline Partners LP			24.18	0.7	4.63	100588200	0.79	9.81	1.26	1.37
CPS	Cooper Std Hldg Inc	Consumer Services	Business Services	15.34	6.94	0	17665850	0	1.45	0.53	2.63
CPT	Camden Property Trust	Consumer Services	Real Estate Investment Trusts	9.08	9.05	3.65	89746710	3	8.25	8.27	2.45
CR	Crane Company	Capital Goods	Metal Fabrications	35.58	2.07	1.8	58791580	1.32	1.97	1.57	3.76
CRC	California Resources Corporatio			0	-74.32	0	41216800	0	0.1	0.43	0
CRCM	Care.Com Inc			105.15	0.1	0	28818630	0	4.15	1.84	4.7
CRD.A	Crawford Co Cl A	Finance	Specialty Insurers	0	0	0	0	0	0	0	0
CRD.B	Crawford Co Cl B	Finance	Specialty Insurers	0	0	0	0	0	0	0	0
CRH	CRH Plc	Capital Goods	Building Materials	27.83	1.24	1.21	825130300	0.41	0	0.97	2.09
CRI	Carter's Inc	Consumer Non-Durables	Apparel	17.54	4.73	1.63	49379740	1.32	1.29	1.28	5.18
CRK	Comstock Resources	Energy	Oil & Gas Production	0	-34.31	0	13454620	0	-0.04	0.96	0
CRL	Charles River Laboratories Intl	Health Care	Biotechnology: Commercial Physical & Biological Resarch	28.16	2.96	0	47276220	0	1.48	2.52	4.56
CRM	Salesforce.Com Inc	Technology	Computer Software: Prepackaged Software	273.36	0.29	0	696676500	0	2.87	7.14	8.29
CRR	Carbo Ceramics	Capital Goods	Industrial Machinery/Components	0	-3.29	0	26541150	0	-0.52	4.05	0.68
CRS	Carpenter Technology Corp	Basic Industries	Steel/Iron Ore	0	-0.19	1.71	46711150	0.72	2.27	1.13	1.74
CRT	Cross Timbers Royalty Trust	Energy	Oil & Gas Production	15.52	1.09	5.67	6000000	0.95	0	12.71	10.01
CRY	Cryolife	Health Care	Medical/Dental Instruments	56.53	0.33	0	32847850	0	1.38	3.49	2.99
CS	Credit Suisse Group	Finance	Investment Bankers/Brokers/Service	0	-3.02	4.88	2088477000	0.72	258.6	1.6	0.69
CSC	Computer Sciences Corp	Technology	EDP Services	0	-0.78	0.79	141061800	0.56	1.96	1.33	5.25
CSL	Carlisle Companies Inc	Basic Industries	Specialty Chemicals	27.54	3.9	1.29	64283000	1.4	1.08	1.9	2.83
CSLT	Castlight Health Inc			0	-0.69	0	103703100	0	-0.33	3.62	3.21
CSRA	Csra Inc Common Stock When Iss			26.18	1.18	1.31	163120600	0.4	1.54	0.99	16.39
CSS	Css Industries	Consumer Services	Consumer: Greeting Cards	7.09	3.64	3.26	9080976	0.8	1.56	0.7	0.74
CST	Cst Brands Inc Common Stock			11.06	4.36	0.52	75694730	0.25	6.14	0.43	3.02
CSTM	Constellium N.V.			0	-4.22	0	105581500	0	0.93	0.16	0
CSU	Capital Senior Living Corp	Health Care	Hospital/Nursing Management	0	-0.83	0	28967740	0	0.66	1.1	3.92
CSV	Carriage Services	Consumer Services	Other Consumer Services	21.97	1.21	0.76	16610150	0.2	1.13	1.77	2.52
CTAA	Qwest Corporation			0	0	0	0	0	0	0	0
CTB	Cooper Tire & Rubber Company	Consumer Durables	Automotive Aftermarket	8.4	4.27	1.19	53481900	0.42	-11.54	0.65	1.79
CTBB	Qwest Corp			0	0	0	0	0	0	0	0
CTL	Centurylink	Public Utilities	Telecommunications Equipment	21.11	1.7	8.84	539812200	2.16	378	0.75	0.98
CTLT	Catalent Inc			40.68	0.72	0	124786300	0	2.31	1.89	6.08
CTR	Clearbridge Energy MLP Fund In	Consumer Services	Apparel Stores	0	-49.87	0	0	0	0	0	0
CTS	Cts Corp	Capital Goods	Electrical Products	22.43	1.03	0.7	32758870	0.16	1.82	1.9	2.37
CTT	Catchmark Timber Trust Inc			0	-0.24	4.97	38831370	0.54	0	5.39	1.1
CTU	Qwest Corp			0	0	0	0	0	0	0	0
CTV	Qwest Corporation	Technology	Radio And Television Broadcasting And Communications Equipment	0	1.1	0	0	0	0	0	0
CTW	Qwest Corp			0	0	0	23000000000	0	0	0	0
CTX	Qwest Corp	Industrial Goods	Residential Construction	0	0	0	0	0	0	0	0
CTY	Qwest Corp			0	0	0	0	0	0	0	0
CTZ	Qwest Corporation 6.625% Notes			0	0	0	0	0	0	0	0
CUB	Cubic Corp	Capital Goods	Industrial Machinery/Components	858.33	0.06	0.58	26990290	0.27	0.66	0.87	1.83
CUB-C	Customers Bancorp Inc Perp Pref Series C			0	0	0	0	0	0	0	0
CUB-D	Customers Bancorp Inc			0	0	0	0	0	0	0	0
CUB-E	Customers Bancorp Inc			0	0	0	0	0	0	0	0
CUB-F	Customers Bancorp Inc. Prf			0	0	0	0	0	0	0	0
CUBE	Cubesmart			50.04	0.52	4.17	179938800	1.08	7.17	9.47	2.66
CUBI	Customers Bancorp			15.04	2.31	0	30224530	0	0	3.88	1.64
CUBS	Customers Bancorp Inc			11.54	2.31	0	30288930	0	0	3.01	1.27
CUDA	Barracuda Networks Inc			128.58	0.19	0	52803930	0	1.54	3.66	0
CUK	Carnival Plc Ads	Consumer Services	Marine Transportation	14.8	3.72	2.56	725985100	1.4	1.15	2.44	1.77
CUZ	Cousins Properties Inc	Consumer Services	Real Estate Investment Trusts	27.24	0.46	2.81	392941200	0.24	0	12.9	1.37
CVA	Covanta Holding Corp	Basic Industries	Electric Utilities: Central	31.94	0.5	6.31	128750000	1	-2.99	1.22	4.08
CVB	Lehman Abs Corp	Finance	Finance: Consumer Services	0	0	0	0	0	0	0	0
CVE	Cenovus Energy Inc	Energy	Oil & Gas Production	0	-1.18	0.96	833333300	0.15	-0.49	1.28	1.28
CVEO	Civeo Corporation Common Stock			0	-0.85	0	108097200	0	0	0.84	0.66
CVG	Convergys Corp	Technology	EDP Services	15.53	1.61	1.45	95352570	0.36	1.34	0.82	1.77
CVI	Cvr Energy Inc	Energy	Integrated oil Companies	0	-0.32	9.23	86654310	2	-18.32	0.42	2.1
CVO	Cenveo Inc	Miscellaneous	Publishing	1.17	5.51	0	8550388	0	-0.89	0.03	0
CVRR	Cvr Refining LP			0	-0.65	0	147663600	0	-5.11	0.38	1.21
CVS	CVS Corp	Health Care	Medical/Nursing Services	16	4.67	2.59	1060996000	2	1.29	0.46	2.23
CVX	Chevron Corp	Energy	Integrated oil Companies	0	-0.27	3.87	1887749000	4.32	0.95	2.05	1.44
CW	Curtiss-Wright Corp	Technology	Industrial Machinery/Components	24.02	4.15	0.53	44219390	0.52	3.85	2.04	3.39
CWEI	Clayton Williams Energy			0	-24.71	0	17500880	0	0	15.77	13.59
CWH	Camping World Holdings Inc	Consumer Services	Real Estate Investment Trusts	0.03	1304.03	0.97	18935030	0.32	3.19	0.18	0
CWT	California Water Service Group Holding	Public Utilities	Water Supply	39.46	0.88	2.11	47907650	0.72	4.69	2.74	2.51
CX	Cemex S.A.B. De C.V. Sponsored	Capital Goods	Building Materials	226	0.04	0	14038720000	0	0.14	10.35	15.63
CXE	Colonial High Income Muni Trust	Finance	Closed-End Fund - Debt	0	0.49	0	0	0	0	0	0
CXH	Colonial Investment Grade Muni Trust	Finance	Closed-End Fund - Debt	0	0.98	0	0	0	0	0	0
CXO	Concho Resources Inc	Energy	Oil & Gas Production	0	-10.26	0	140940500	0	16.83	13.15	2.74
CXP	Columbia Property Trust Inc	Building Cement - Concrete - Aggregate		42.69	0.54	5.27	123424600	1.2	0	5.62	1.11
CXW	Corecivic Inc.	Consumer Services	Diversified Commercial Services	16.47	1.76	5.42	117570600	1.68	1.71	1.97	2.5
CYD	China Yuchai International	Energy	Industrial Machinery/Components	11.09	1.28	5.96	40711970	0.85	0	0.31	0.53
CYH	Community Health Systems	Health Care	Hospital/Nursing Management	0	-14.23	0	110890200	0	364.13	0.04	0.41
CYS	Cys Investments Inc	Consumer Services	Real Estate Investment Trusts	6.71	1.17	12.89	151979600	1	-1.04	5.34	0.79
CYS-A	Cys Investments Inc			0	0	0	0	0	0	0	0
CYS-B	Cys Investments Inc			0	0	0	0	0	0	0	0
CZZ	Cosan Ltd	Consumer Non-Durables	Specialty Foods	10.2	0.86	1.05	264840200	0.09	10.71	0.54	1.15
D	Dominion Resources	Public Utilities	Electric Utilities: Central	21.33	3.44	4.19	627095600	3.02	4.35	3.86	3.1
DAC	Danaos Corp	Transportation	Marine Transportation	3.28	0.79	0	109800000	0	0.71	0.56	0.32
DAL	Delta Air Lines Inc	Transportation	Air Freight/Delivery Services	8.51	5.79	1.68	732034100	0.81	-21.41	0.91	2.94
DAN	Dana Inc	Capital Goods	Auto Parts:O.E.M.	39.88	0.49	1.22	144024500	0.24	5.77	0.49	3.67
DAR	Darling International Inc	Consumer Non-Durables	Packaged Foods	14.17	0.89	0	164546900	0	7.5	0.61	1.03
DATA	Tableau Software Inc Class A			0	-1.92	0	76450900	0	258.99	4.99	5.21
DB	Deutsche Bank Ag	Finance	Major Banks	0	-1.3	0	1379092000	0	-9.63	0.86	0.37
DBD	Diebold Nixdorf Inc.	Miscellaneous	Office Equipment/Supplies/Services	23.78	1.15	1.5	75182480	0.4	1.69	0.77	2.8
DBL	Doubleline Opportunistic Credi			0	0	0	0	0	0	0	0
DCA	Dca Total Return Fund	Finance	Closed-End Fund - Equity	0	-0.04	0	0	0	0	0	0
DCI	Donaldson Company	Capital Goods	Pollution Control Equipment	27.01	1.56	1.67	131972500	0.7	3.12	2.47	7.06
DCM	Ntt Docomo Inc	Technology	Radio And Television Broadcasting And Communications Equipment	15.75	1.52	3.01	3704687000	0.72	1.1	2.15	1.83
DCO	Ducommun Inc	Capital Goods	Military/Government/Technical	0	-3.7	0	11172880	0	68.27	0.6	1.61
DCP	Dcp Midstream LP	Consumer Services	Business Services	22.71	1.77	7.72	114705100	3.12	11.75	3.07	1.76
DCT	Dct Industrial Trust Inc	Consumer Services	Real Estate Investment Trusts	45.03	1.03	2.69	91596460	1.24	-2.74	10.61	2.26
DCUC	Dominion Res Inc Va			0	0	0	20000000000	0	0	0	0
DCUD	Dominion Resources Inc			0	0	0	0	0	0	0	0
DD	E.I. Du Pont De Nemours and Company	Basic Industries	Major Chemicals	27.04	2.86	2	864525300	1.52	3.08	2.68	6.75
DD-A	Du Pont E I 3.50 Pfd	Basic Industries	Major Chemicals	0	0	0	0	0	0	0	0
DD-B	Du Pont E I 4.50 Pfd	Basic Industries	Major Chemicals	0	0	0	0	0	0	0	0
DDC	Dominion Diamond Corp			0	-0.47	4.31	83055240	0.4	3.76	1.39	0.7
DDD	3D Systems Corp			0	-5.74	0	112602100	0	3.9	2.96	3.01
DDE	Dover Downs Gaming & Entertainment Inc	Consumer Services	Services-Misc. Amusement & Recreation	52.5	0.02	0	32200000	0	0	0.19	0.3
DDF	Delaware Dividend & Income	Finance	Closed-End Fund - Debt	0	-0.11	0	0	0	0	0	0
DDR	DDR Corp	Consumer Services	Real Estate Investment Trusts	60.12	0.26	4.96	365695800	0.76	2.68	5.47	1.92
DDR-J	DDR Corp			0	0	0	0	0	0	0	0
DDR-K	DDR Corp			0	0	0	0	0	0	0	0
DDS	Dillard's	Consumer Services	Department/Specialty Retail Stores	10.52	5.59	0.5	33339000	0.28	-1.3	0.29	1.1
DDT	Dillard's	Consumer Services	Department/Specialty Retail Stores	0	0	0	0	0	0	0	0
DE	Deere & Company	Capital Goods	Industrial Machinery/Components	22.92	4.81	2.2	316854100	2.4	1.32	1.3	5.27
DEA	Easterly Government Properties			258.72	0.08	4.88	35145200	0.96	0	7.05	1.29
DECK	Deckers Outdoor Corp			0	-0.07	0	32053740	0	6.49	0.93	1.72
DEI	Douglas Emmett	Consumer Services	Real Estate Investment Trusts	70.29	0.55	2.37	151515200	0.92	12.98	7.82	3.05
DEL	Deltic Timber Corp	Basic Industries	Forest Products	159.01	0.49	0.52	12156960	0.4	0	4.45	3.84
DEO	Diageo Plc	Consumer Non-Durables	Beverages (Production/Distribution)	24.45	4.66	2.66	627778300	3.04	2.24	5.09	6.07
DEX	Delaware Enhanced Global Dividend		Business Services	0	0	0	0	0	0	0	0
DF	Dean Foods Company	Consumer Non-Durables	Specialty Foods	17.95	1.15	1.81	90338170	0.36	1.2	0.24	3.17
DFIN	Donnelly Financial Solutions Inc			9.35	2.55	0	32598990	0	-2.78	0.78	8.8
DFP	Flaherty & Crumrine Dynamic	Finance	Life Insurance	0	3.34	0	0	0	0	0	0
DFS	Discover Financial Services	Finance	Finance: Consumer Services	11.93	5.77	1.76	388985800	1.2	1.32	3.09	2.37
DFS-B	Discover Financial Services			0	0	0	0	0	0	0	0
DFT	Dupont Fabros Technology	Finance	Real Estate	359.71	0.14	4.08	75141020	2	15.14	7.47	4.66
DFT-C	Dupont Fabros Technology Inc			0	0	0	0	0	0	0	0
DG	Dollar General Corp	Consumer Services	Department/Specialty Retail Stores	18.01	4.26	1.33	276207800	1	1.77	1.01	4
DGI	Digitalglobe Inc	Consumer Services	Telecommunications Equipment	46.62	0.62	0	62068960	0	132.97	2.51	1.49
DGX	Quest Diagnostics Inc	Health Care	Medical Specialities	20.75	4.51	1.92	137024400	1.8	2.08	1.71	2.78
DHF	Dreyfus High Yield Strategies Fund	Finance	Closed-End Fund - Debt	0	0.37	0	0	0	0	0	0
DHG	Dws High Income Opportunities Fund			0	0	0	0	0	0	0	0
DHI	D.R. Horton	Capital Goods	Homebuilding	12.38	2.49	1.33	373458800	0.4	1.23	0.89	1.61
DHR	Danaher Corp	Capital Goods	Industrial Machinery/Components	23	3.65	0.6	692188600	0.5	2.25	3.43	2.52
DHT	Dht Holdings	Transportation	Marine Transportation	49.7	0.1	6.53	93432920	0.32	3.64	1.26	0.66
DHX	Dice Holdings	Miscellaneous	Business Services	0	-0.11	0	47443300	0	1.19	1.09	2.37
DIAX	Nuveen DOW			40.41	0.39	0	36085240	0	0	37.88	1
DIN	Dineequity Inc	Miscellaneous	Multi-Sector Companies	12.14	5.51	5.83	18111060	3.88	2.83	1.85	4.7
DIS	Walt Disney Company	Consumer Services	Services-Misc. Amusement & Recreation	19.72	5.54	1.43	1581274000	1.56	1.94	3.14	4.05
DK	Delek US Holdings	Consumer Durables	Automotive Aftermarket	0	-3.7	2.66	62081290	0.6	0.37	0.27	1.47
DKL	Delek Logistics Partners LP			15.37	2.16	7.99	24304060	2.72	2.67	1.91	0
DKS	Dick's Sporting Goods Inc	Consumer Services	Other Specialty Stores	18.24	2.89	1.14	112713500	0.6	1.4	0.78	3.15
DKT	Deutsch Bk Contingent Cap TR V			0	0	0	0	0	0	0	0
DL	China Distance Education Holdings	Consumer Services	Other Consumer Services	13.79	0.76	4.33	32932250	0.45	2.42	2.91	7.56
DLB	Dolby Laboratories	Technology	Radio And Television Broadcasting And Communications Equipment	24.16	2.02	1.15	102501000	0.56	1.94	4.76	2.49
DLN-A	Dynagas Lng Partners LP 9.00% Series A			0	0	0	0	0	0	0	0
DLNG	Dynagas Lng Partners LP			9.83	1.67	10.28	35525230	1.69	-1.03	3.53	1.97
DLPH	Delphi Automotive Plc			16.19	4.59	1.57	269510200	1.16	0.94	1.19	8.29
DLR	Digital Realty Trust	Consumer Services	Real Estate Investment Trusts	73.88	1.45	3.27	158955200	3.52	1.56	8.23	4.13
DLR-F	Digital Realty Trust Inc			0	0	0	0	0	0	0	0
DLR-G	Digital Realty Trust Inc			0	0	0	0	0	0	0	0
DLR-H	Digital Realty			0	0	0	0	0	0	0	0
DLR-I	Digital Rlty TR Inc Pfd Sr I %			0	0	0	0	0	0	0	0
DLX	Deluxe Corp	Consumer Durables	Publishing	16.02	4.65	1.65	48456380	1.2	1.9	1.94	4.08
DM	Dominion Midstream Partners LP	Miscellaneous	Business Services	25.6	1.3	3.17	77593980	1.04	1.75	5.85	1.69
DMB	Dreyfus Municipal Bond Infrastr			0	0	0	0	0	0	0	0
DMO	Western Asset Mortgage Defined Opp			0	0	0	0	0	0	0	0
DNB	Dun & Bradstreet Corp	Finance	Finance: Consumer Services	38.51	2.62	1.97	36823820	2.01	2.36	2.22	0
DNI	Chartwell Dividend & Income Fund			0	-0.65	0	0	0	0	0	0
DNOW	Now Inc Common Stock When Issu			0	-3.84	0	107603400	0	0	1.09	1.9
DNP	Duff & Phelps Utilities Income	Finance	Closed-End Fund - Equity	0	1.44	0	0	0	0	0	0
DNR	Denbury Resources	Energy	Oil & Gas Production	0	-4.06	0	387186600	0	-139.15	1.41	1.6
DO	Diamond Offshore Drilling	Energy	Oil & Gas Production	0	-3.03	0	136939000	0	7.14	1.5	0.62
DOC	Physicians Realty Trust			86.99	0.22	4.79	134383200	0.9	7.45	12.2	1.47
DOOR	Masonite Wrldwde Hld			30.47	2.25	0	30051060	0	0.44	1.04	3.07
DOV	Dover Corp	Technology	Industrial Machinery/Components	24.39	3.25	2.26	155398600	1.76	1.85	1.8	3.22
DOW	Dow Chemical Company	Basic Industries	Major Chemicals	17.38	3.52	3.08	1213270000	1.84	2.15	1.52	2.81
DPG	Duff & Phelps Global Utility I			0	0	0	0	0	0	0	0
DPLO	Diplomat Pharmacy Inc			30.1	0.49	0	66510960	0	1.18	0.23	1.59
DPM	Dcp Midstream Partners LP	Public Utilities	Natural Gas Distribution	0	1.77	8.09	0	3.12	0	0	0
DPS	Dr Pepper Snapple Group Inc	Consumer Non-Durables	Beverages (Production/Distribution)	20.31	4.61	2.28	183732400	2.12	2.17	2.67	8.04
DPZ	Domino's Pizza Inc	Consumer Non-Durables	Food Distributors	46.34	4.02	0.82	48076410	1.52	2.47	3.73	0
DQ	Daqq New Energy	Technology	Semiconductors	5.29	4.45	0	10477870	0	0	1.02	0.9
DRA	Diversified Real Asset Income			0	0	0	0	0	0	0	0
DRD	Drdgold Ltd			58.18	0.11	6.33	42206250	0.41	0.61	1.43	2.6
DRE	Duke Realty Corp	Consumer Services	Real Estate Investment Trusts	28.61	0.88	3.02	354711000	0.76	16.84	9.38	2.57
DRH	Diamondrock Hospitality Company	Consumer Services	Real Estate Investment Trusts	19.48	0.58	4.42	200000000	0.5	-2.12	2.45	1.23
DRI	Darden Restaurants	Consumer Services	Restaurants	22.34	3.41	3.05	124147900	2.24	1.51	1.33	5.03
DRQ	Dril-Quip	Energy	Metal Fabrications	16.84	3.72	0	37509980	0	-0.59	3.67	1.7
DRUA	Dominion Resources Inc			0	0	0	0	0	0	0	0
DS	Drive Shack Inc.			3.39	1.28	11.14	66733330	0.48	0.78	0.72	1.47
DS-B	Drive Shack Inc [Dspb]			0	0	0	0	0	0	0	0
DS-C	Drive Shack Inc [Dspc]			0	0	0	0	0	0	0	0
DS-D	Drive Shack Inc [Dspd]			0	0	0	0	0	0	0	0
DSE	Duff & Phelps Select Energy ML			0	0	0	0	0	0	0	0
DSL	Doubleline Income Solutions Fun	Finance	Savings & Loans	0	0	0	0	0	0	0	0
DSM	Dreyfus Strategic Muni Bond Fund	Finance	Closed-End Fund - Debt	0	0.82	0	0	0	0	0	0
DST	Dst Systems	Technology	EDP Services	8.77	13.34	1.2	31990420	1.4	1.91	2.4	3.29
DSU	Blackrock Debt Strategies Fund	Finance	Closed-End Fund - Debt	0	0.7	0	0	0	0	0	0
DSW	DSW Inc	Consumer Services	Clothing/Shoe/Accessory Stores	17.26	1.27	3.76	80036380	0.8	3.2	0.64	1.89
DSX	Diana Shipping Inc	Transportation	Marine Transportation	0	-2.11	0	80534180	0	-0.51	2.47	0.29
DSX-B	Diana Shipping			0	0	0	0	0	0	0	0
DSXN	Diana Shipping Inc			0	0	0	2200165000	0	0	0	0
DTE	Dte Energy Company	Public Utilities	Electric Utilities: Central	21.43	4.54	3.34	179437100	3.3	3.49	1.7	1.91
DTF	Duff & Phelps Utilities Tax-Free Income	Finance	Closed-End Fund - Debt	0	0.88	0	0	0	0	0	0
DTJ	Dte Energy Company 2016 Series			0	0	0	12000000000	0	0	0	0
DTK	Deutsche Bk Contingent Cap TR I	Finance	Finance: Consumer Services	0	0	0	0	0	0	0	0
DTL.P	Datalink Corporation			0	0	0	0	0	0	0	0
DTQ	Dte Energy Co			0	3.96	0	8000000000	0	0	0	0
DTV	Dte Energy Co	Technology	Communication Equipment	0	5.75	0	0	0	0	0	0
DTY	Dte Energy Co			0	0	0	0	0	0	0	0
DUC	Duff & Phelps Utility & Corporate Trust	Finance	Closed-End Fund - Equity	0	0.53	0	0	0	0	0	0
DUK	Duke Energy Corp	Public Utilities	Power Generation	18.89	4.13	4.35	688988500	3.42	9.2	2.34	1.32
DUKH	Duke Energy Corp			6.17	4.13	0	689019600	0	0	0.77	0.43
DV	Devry Inc	Consumer Services	Other Consumer Services	25.35	1.27	1.13	62945740	0.36	1.89	1.11	1.28
DVA	Davita Healthcare Partners Inc	Health Care	Hospital/Nursing Management	18.87	3.43	0	197374500	0	1.27	0.88	2.64
DVD	Dover Downs Entertainment	Consumer Services	Services-Misc. Amusement & Recreation	22.5	0.1	2.17	36213330	0.05	0	1.82	1.55
DVMT	Dell Technologies Inc. Cl V			0	-2.68	0	784643900	0	0	0.88	3.69
DVN	Devon Energy Corp	Energy	Oil & Gas Production	0	-17.04	0.54	523673200	0.24	-153.21	2.26	4.02
DX	Dynex Capital	Consumer Services	Real Estate Investment Trusts	0	-0.05	12.63	49150150	0.84	-0.73	10.35	0.85
DX-A	Dynex Capital Inc			0	0	0	0	0	0	0	0
DX-B	Dynex Capital Inc			0	0	0	0	0	0	0	0
DXB	Deutsche Bk Contingent Cap TR I	Finance	Major Banks	0	0	0	0	0	0	0	0
DY	Dycom Industries	Public Utilities	Water Supply	17.07	4.56	0	31450580	0	1.1	0.88	4.03
DYN	Dynegy Inc	Public Utilities	Electric Utilities: Central	0	-9.86	0	117714300	0	-0.38	0.24	0.55
DYN-A	Dynegy Inc			0	0	0	0	0	0	0	0
DYN.W	Dynegy Inc Warrants			0	0	0	0	0	0	0	0
DYNC	Dynegy Inc 7.00% Tangible Equi			0	0	0	0	0	0	0	0
E	Eni S.P.A	Energy	Oil & Gas Production	0	-5.33	5.95	1756113000	1.79	-4.26	1	1
EAB	First Mortgage Bonds			8.3088	2.893	0	47009880	0	0	0.5391	0.5033
EAE	Entergy Arkansas Inc			8.1978	2.893	0	46803250	0	0	0.5359	0.5003
EAI	Entergy Arkansas Inc			0	0	0	0	0	0	0	0
EARN	Ellington Residential Mortgage			11.71	1.19	12.29	9126791	1.6	-0.67	10.63	0.84
EAT	Brinker International	Consumer Services	Restaurants	14.2	3.23	3	48865620	1.36	1.52	0.68	0
EBF	Ennis Inc	Consumer Services	Office Equipment/Supplies/Services	1123.33	0.01	4.28	25573890	0.7	2.85	0.78	1.7
EBR	Centrais Electricas Brazil	Public Utilities	Electric Utilities: Central	0	-0.17	0	1353024000	0	0	0.51	0.55
EBR.B	Centrais Eletricas Brasileiras			0	0	0	0	0	0	0	0
EBS	Emergent Biosolutions	Consumer Durables	Major Pharmaceuticals	28.13	1.06	0	40390440	0	1.27	2.3	2.23
EC	Ecopetrol S.A.	Energy	Oil & Gas Production	0	-1.22	0	2056133000	0	0	1.17	1.34
ECA	Encana Corp	Energy	Oil & Gas Production	0	-1.5	0.48	972656300	0.06	-11.67	3.92	1.93
ECC	Eagle Point Credit Co. Inc			0	3.03	0	0	0	0	0	0
ECCA	Eagle Point Credit Company Inc			8.59	3.03	7.47	15327820	1.94	0	7.54	1.56
ECCB	Eagle Point Credit Company Inc			8.51	3.03	7.61	15328160	1.94	0	7.41	1.53
ECCZ	Eagle Point Credit Co. Inc			8.58	3.03	0	15327950	0	0	7.5	1.55
ECL	Ecolab Inc	Basic Industries	Package Goods/Cosmetics	33.69	3.6	1.23	291584200	1.48	2.39	2.66	5.12
ECOM	Channeladvisor Corp			0	-0.57	0	25784330	0	-7.13	3.31	4.66
ECR	Eclipse Resources Corp	Finance	Diversified Investments	0	-4.12	0	260591700	0	-0.36	3.12	1.11
ECT	Eca Marcellus Trust I	Energy	Oil & Gas Production	14.21	0.19	11.17	17603700	0.3	0	10.75	0.85
ED	Consolidated Edison Company of New York	Public Utilities	Power Generation	18.42	4.06	3.67	304749200	2.76	9.3	1.88	1.59
EDD	Emerging Markets Domestic Debt Fund			0	0	0	0	0	0	0	0
EDF	Stone Harbor Emerging Markets	Finance	Closed-End Fund - Foreign	0	0	0	0	0	0	0	0
EDI	Stone Harbor Emerging Markets			0	0	0	0	0	0	0	0
EDN	Empresa Distribuidora Y Comercializadora	Public Utilities	Electric Utilities: Central	0	-2.32	0	44817070	0	-3.68	2.32	0
