Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
CLMS	Calamos Asset Manage	Finance	Investment Bankers/Brokers/Service	184.22	0.05	7.17	20529550	0.6	20.73	0.86	0.76
CLMT	Calumet Specialty Pr	Energy	Integrated oil Companies	0	-4.73	0	76381820	0	-0.1	0.08	1.05
CLNE	Clean Energy Fuels	Public Utilities	Natural Gas Distribution	0	-0.54	0	136840500	0	-0.6	0.83	0.78
CLNT	Cleantech Solutions			0	-4.07	0	5231708	0	0	0.21	0.05
CLRB	Cellectar Biosc Cmn			0	-0.92	0	5366197	0	0	0	1.45
CLRBW	Cellectar Biosc Wt			0	0	0	0	0	0	0	0
CLRBZ	Cellectar Bio Sra Wt			0	0	0	0	0	0	0	0
CLRO	Clearone Inc	Technology	Radio And Television Broadcasting And Communications Equipment	20.89	0.54	1.77	8875221	0.2	1.14	1.92	1.26
CLSD	Clearside Biomedi Cmn			0	-2.5	0	20568090	0	0	301.53	3.3
CLSN	Celsion Corp	Consumer Durables	Major Pharmaceuticals	0	-0.899	0	26084060	0	0	25.5564	1.2069
CLUB	Town Sports Internat	Consumer Services	Hotels/Resorts	0.87	3.62	0	24939680	0	1.57	0.2	0
CLVS	Clovis Oncology Inc			0	-10.36	0	38650400	0	-0.24	0	44.07
CLWT	Euro Tech Hldg	Consumer Durables	Diversified Electronic Products	0	-0.21	0	2060526	0	0	0.38	0.53
CMCO	Columbus Mckinnon	Capital Goods	Construction/Ag Equipment/Trucks	28.62	0.96	0.57	20247090	0.16	2.15	0.93	1.94
CMCSA	Comcast Corp A	Consumer Services	Television Services	21.05	3.57	0.84	2375782000	0.63	1.71	2.22	3.3
CMCT	Cim Commercial TR Cp			30.63	0.51	5.66	84345050	0.88	0	4.94	1.33
CME	CME Group Inc	Finance	Investment Bankers/Brokers/Service	26.26	4.53	2.06	338124000	2.4	2.74	11.15	1.97
CMFN	Cm Finance Cmn			0	-0.38	10.42	0	1	0	0	0
CMLS	Cumulus Media Inc	Consumer Services	Broadcasting	1.14	0.97	0	29309090	0	0.1	0.03	0.62
CMPR	Cimpress N.V. Ord			0	-0.32	0	31054440	0	-9.13	1.34	26.17
CMRX	Chimerix Inc			0	-2.15	0	46314440	0	0	38.71	0.92
CMTL	Comtech Telecom Co	Technology	Radio And Television Broadcasting And Communications Equipment	0	-0.63	3.75	23524560	0.4	2.19	0.52	0.54
CNAT	Conatus Pharmaceutic			0	-1.26	0	25172890	0	-0.11	0	4.56
CNBKA	Century Bancorp Inc	Finance	Major Banks	14.11	4.41	0.78	5567016	0.48	0	3.88	1.44
CNCE	Concert Pharmaceutic			0	-1.71	0	22273610	0	0	19.57	2.13
CNCR	Loncar Cancer Immuno			0	0	0	0	0	0	0	0
CNET	Chinanet Online Hldg	Technology	Advertising	0	-0.74	0	12155170	0	0	0.4	0.56
CNFR	Conifer Holdings Cmn			0	-0.83	0	7631945	0	-0.68	0.63	0.74
CNIT	China Info Tech	Technology	Computer Software: Prepackaged Software	0	-0.197	0	40233760	0	0	3.9905	2.4051
CNMD	C O N M E D Cp	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	83.96	0.52	1.87	27943200	0.8	3.81	1.58	2.07
CNOB	Connectone Bancorp			24.7	1.01	1.21	31943890	0.3	1.5	7.8	1.49
CNSL	Consolidated Communi	Public Utilities	Telecommunications Equipment	67.54	0.38	6.15	50775190	1.55	18.97	1.7	6.24
CNTF	China Techfaith Wire	Miscellaneous	Business Services	0	-0.86	0	10586020	0	0	0.38	0.07
CNTY	Century Casinos In	Consumer Services	Hotels/Resorts	24.37	0.28	0	24444440	0	0.76	1.21	1.24
CNV	Cnova N.V. Ord			0	-0.93	0	441340800	0	-0.29	0.99	0
CNXN	PC Connection Inc			14.85	1.8	0	26607930	0	0.67	0.26	1.64
CNXR	Connecture Inc Cmn			0	-0.8	0	22344500	0	-0.22	0.48	0
COBZ	Cobiz Financial Inc	Finance	Major Banks	20.52	0.84	1.17	40995940	0.2	1.92	4.6	2.37
COGT	Cogint Inc	Technology	Business Software & Services	0	-1.59	0	50664000	0	0	1.27	0.82
COHR	Coherent Inc	Capital Goods	Biotechnology: Laboratory Analytical Instruments	49.56	3.98	0	24342010	0	1.57	4.64	5.08
COHU	Cohu Inc	Capital Goods	Electrical Products	119.91	0.11	1.82	26711140	0.24	2.63	1.28	1.46
COKE	Coca Cola Bot Cons	Consumer Non-Durables	Beverages (Production/Distribution)	49.83	3.55	0.57	9322034	1	0	0.56	6.1
COLB	Columbia Banking Sys	Finance	Major Banks	21.69	1.81	2.29	58089170	0.88	2.18	5.54	1.82
COLL	Collegium Pharma Cmn			0	-3.36	0	23459730	0	0	879.18	4.85
COLM	Columbia Sprtswr	Consumer Non-Durables	Apparel	22	2.41	1.34	69864620	0.72	2.73	1.57	2.38
COMM	Commscope Holding Co			79.09	0.49	0	193028100	0	1.01	1.52	5.17
COMT	Ishrs Cmdty Sel Stra			0	-1.59	0	0	0	0	0	0
CONE	Cyrusone Inc Cmn			206.17	0.23	3.12	80701760	1.52	0	7.73	3.28
CONN	Conn's Inc	Consumer Services	Consumer Electronics/Video Chains	0	-0.79	0	30859220	0	-0.83	0.19	0.61
COOL	Majesco Entertainmnt	Technology	Computer Software: Prepackaged Software	0	-5.08	0	2507217	0	0	7.69	0
CORE	Core Mark Holding	Consumer Non-Durables	Food Distributors	29.2	1.13	0.99	46167770	0.33	1.73	0.14	2.98
CORI	Corium Intl Cmn	Technology	Internet Service Providers	0	-1.65	0	22505300	0	0	1.94	22.44
CORT	Corcept Therapeutics	Consumer Durables	Major Pharmaceuticals	212.05	0.04	0	111031400	0	-1.02	12.42	28.76
COST	Costco Wholesale	Consumer Services	Department/Specialty Retail Stores	31.39	5.48	1.07	439244200	1.8	2.81	0.63	6.27
COUP	Coupa Software Inc			0	-4.83	0	49904760	0	0	10.64	7.5
COVS	Covisint Corp Cmn			0	-0.35	0	40863420	0	0	1.23	1.5
COWN	Cowen Group Inc	Finance	Investment Bankers/Brokers/Service	64.62	0.24	0	26666230	0	-6.12	1	0.53
COWNL	Cowen Grp 8.25 Sr Nt			111.8292	0.236	0	26665960	0	0	1.7087	0.9018
COYN	Copsync Inc Cmn			0	-1.345	0	8914405	0	0	0.62	0
COYNW	Copsync Inc Warrnt			0	0	0	0	0	0	0	0
CPAA	Conyers Park Acquisition Corp			0	0	0	11831430	0	0	0	24.82
CPAAU	Conyers Park Acquisition Corp			0	0	0	0	0	0	0	0
CPAAW	Conyers Park Acquisition Corp. Wt			0	0	0	0	0	0	0	0
CPAH	Counterpath Corp			0	-0.481	0	4551486	0	0	0.9682	1.4096
CPHC	Canterbury Park Hl	Consumer Services	Services-Misc. Amusement & Recreation	9.82	1.04	1.96	4320588	0.2	0	0.85	1.22
CPIX	Cumberland Pharmaceu	Consumer Durables	Major Pharmaceuticals	0	0	0	16179280	0	0	3.09	1.33
CPLA	Capella Education Co	Consumer Services	Other Consumer Services	22.83	3.63	2.02	11465060	1.64	2.29	2.16	4.74
CPLP	Capital Product Part	Transportation	Marine Transportation	10.24	0.34	9.41	122093000	0.32	3.37	1.74	0.52
CPRT	Copart Inc	Consumer Durables	Automotive Aftermarket	18.12	3.21	0	114663900	0	1.33	5	8.2
CPRX	Catalyst Pharm Inc	Consumer Durables	Major Pharmaceuticals	0	-0.24	0	82867260	0	0	0	2.2
CPSH	Cps Technologies Cmn			1630	0	0	13202450	0	0	1.14	1.87
CPSI	Computer Programs	Technology	EDP Services	93.28	0.41	4.2	13347140	0.96	1.1	1.2	2.03
CPSS	Consumer Portfol	Finance	Finance: Consumer Services	4.84	1.04	0	23841270	0	0.26	0.74	0.67
CPST	Capstone Turbine Cp	Energy	Industrial Machinery/Components	0	-0.89	0	35680000	0	-0.07	0.35	0.81
CPTA	Capitala Finance Crp			0	-0.5	11.21	0	1.56	0.54	0	0
CRAI	Cra International	Miscellaneous	Other Consumer Services	31.36	1.08	1.67	8272916	0.56	3.06	0.87	1.33
CRAY	Cray Inc	Technology	Computer Manufacturing	84.42	-0.52	0	39973120	0	-7.61	1.35	1.62
CRBP	Corbus Pharma Cmn			0	-0.38	0	44436620	0	0	146.17	20.63
CRDS	Crossroads Systems			0	-0.8	0	1225807	0	0	6.4	1.39
CRDT	Wisdmtree Strg Cp Bo			0	0	0	0	0	0	0	0
CREE	Cree Inc	Technology	Semiconductors	0	-0.04	0	98487780	0	-5.13	1.68	1.1
CREG	China Recycling Ener	Miscellaneous	Business Services	5.42	0.31	0	8309524	0	0	0	0.06
CRESY	Cresud Sacif ADR	Consumer Non-Durables	Farming/Seeds/Milling	0	-2.67	0	49865780	0	37.7	0.26	20.08
CRIS	Curis Inc	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	0	-0.48	0	140549600	0	0	52.48	10
CRME	Cardiome Pharma Corp	Consumer Durables	Major Pharmaceuticals	0	-0.98	0	31875000	0	-0.14	4	2.29
CRMT	America's Car-Mart	Consumer Durables	Automotive Aftermarket	18.08	2.35	0	7901060	0	2.7	0.57	1.41
CRNT	Ceragon Networks Ltd	Technology	Radio And Television Broadcasting And Communications Equipment	38.59	0.1	0	77712040	0	1.33	1.01	2.66
CROX	Crocs Inc	Consumer Non-Durables	Shoe Manufacturing	0	-0.86	0	73545710	0	-5.39	0.49	1.88
CRSP	Crispr Therapeutics Ag			0	-9.64	0	39808130	0	0	191.84	0
CRTN	Cartesian Inc Cmn			0	-1.914	0	8904429	0	0	0.129	1.6964
CRTO	Criteo S.A. Ads			36.69	1.24	0	61592610	0	1.18	1.72	5.05
CRUS	Cirrus Logic Inc	Technology	Semiconductors	14.94	3.63	0	64218490	0	0.62	2.46	3.22
CRVL	Corvel Cp	Finance	Specialty Insurers	28.11	1.43	0	19127110	0	0	1.5	5.41
CRVS	Corvus Pharma Com			0	-2.99	0	20911190	0	0	0	2.03
CRWS	Crown Crafts Inc	Basic Industries	Textiles	11.8	0.64	4.35	10029140	0.32	2.87	0.97	1.83
CRZO	Carrizo Oil & Gas	Energy	Oil & Gas Production	0	-18.13	0	65045420	0	0.88	5.57	0
CSA	Victory Cemp US Smal			0	-2.03	0	0	0	0	0	0
CSAL	Com Sls Lease Cn			207.66	0.13	9.18	155756200	2.4	-14.75	4.23	0
CSB	Victory Cemp US SC H			0	-8.35	0	0	0	0	0	0
CSBK	Clifton Bancorp Inc	Finance	Savings Institutions	83.18	0.19	1.52	22018790	0.24	0	12.59	1.15
CSBR	Champions Oncolog Cmn			0	-0.88	0	10965940	0	0	3.36	14.18
CSCO	Cisco Systems Inc	Technology	Computer Communications Equipment	15.08	2.09	3.33	5019677000	1.04	1.45	3.23	2.5
CSF	Victory Cemp US Disc			0	0	0	0	0	0	0	0
CSFL	Centerstate Bks Inc	Finance	Major Banks	32.24	0.77	0.65	48003230	0.16	2.28	5.23	2.13
CSGP	Costar Group Inc	Miscellaneous	Business Services	84.12	2.43	0	32572490	0	0	8.18	4.1
CSGS	C S G Sys Intl	Technology	EDP Services	20.7	1.9	1.99	31019580	0.79	3.75	1.62	4.92
CSII	Cardiovascular Syst	Health Care	Medical/Dental Instruments	0	-0.88	0	32601900	0	-19.54	4.49	7.67
CSIQ	Canadian Solar Inc	Technology	Semiconductors	5.2	2.4	0	57777860	0	0.32	0.21	0.75
CSOD	Cornerstone Ondemand	Technology	Computer Software: Prepackaged Software	0	-1.21	0	56083650	0	7	5.69	102.59
CSPI	C S P Inc	Technology	EDP Services	15.36	0.67	4.28	3820214	0.44	0	0.38	2.22
CSQ	Calamos Strgc Ttl Rt			0	0.45	0	0	0	0	0	0
CSTE	Caesarstone Sdot-Yam			15.37	2.22	0	34310850	0	1.1	2.17	2.71
CSTR	Capstar Financial Holdings Inc	Consumer Services	Other Consumer Services	23.73	0.81	0	11203950	0	0	4.56	1.53
CSWC	Capital Southwest	Finance	Closed-End Fund - Equity	12.65	1.26	2.33	15964980	0.38	0	13.3	0.91
CSWI	Csw Industrials Inc			49.66	0.74	0	15812010	0	2.07	1.82	2.11
CSX	CSX Corporation			26.42	1.81	1.51	934896300	0.72	2.44	4.03	3.82
CTAS	Cintas Corp	Consumer Non-Durables	Apparel	24.33	4.8	0.91	105037700	1.05	2.45	2.39	5.98
CTBI	Community TR Bancp	Finance	Major Banks	17.09	2.7	2.78	17593060	1.28	3.35	4.67	1.62
CTG	Computer Task Gp Inc			0	-2.13	5.02	16206320	0.24	2.52	0.23	0.96
CTHR	Charles & Colvard	Consumer Durables	Consumer Specialties	0	-0.26	0	21445540	0	0	0.63	0.62
CTIB	Cti Inds Corp	Basic Industries	Specialty Chemicals	94.1033	0.061	0	3524206	0	0	0.3493	1.6436
CTIC	Cti Biopharm Corp.	Consumer Durables	Major Pharmaceuticals	0	-2.8	0	28000000	0	0	2.17	7.23
CTMX	Cytomx Thera Cmn Stk			0	-1.63	0	36402080	0	-0.46	38.57	4.64
CTRE	Caretrust REIT Inc			29.62	0.52	4.44	66233770	0.68	0	9.69	2.19
CTRL	Control4 Corporation			26.28	0.34	0	23729360	0	0.76	1.31	2.01
CTRN	Citi Trends Inc	Consumer Services	Clothing/Shoe/Accessory Stores	22.9	0.77	1.37	14675950	0.24	1.3	0.38	1.18
CTRP	Ctrip.Com Intl Ltd	Miscellaneous	Business Services	0	-0.67	0	472915300	0	-304.01	8.27	2.08
CTRV	Contravir Pharmaceut			0	-0.548	0	59941320	0	0	0	0
CTSH	Cognizant Tech Sol	Technology	EDP Services	22.51	2.56	0	606968600	0	1.25	2.61	3.28
CTSO	Cytosorbents Cor			0	-0.38	0	25467860	0	0	17.23	102.78
CTWS	Conn Water Svcs In	Public Utilities	Water Supply	24.09	2.21	2.14	11240050	1.13	4.35	6.07	2.5
CTXS	Citrix Systems Inc	Technology	Computer Software: Prepackaged Software	23.04	3.41	0	158243200	0	1.42	3.63	4.76
CUBA	Herzfeld Caribbean	Finance	Closed-End Fund - Foreign	0	-0.78	2.08	0	0.14	0	0	0
CUBN	Commerce Un Bcsh Cmn			18.85	1.16	1	7777778	0.22	0	4.25	1.61
CUI	Cui Global Inc			0	-0.29	0	20915580	0	-0.82	1.44	2.45
CUNB	Cu Bancorp Cmn Stk			25.67	1.5	0	17416100	0	2.72	6.18	2.05
CUR	Neuralstem Inc			0	-2.63	0	8835962	0	0	2756.52	0
CUTR	Cutera Inc	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	610.94	0.03	0	13408180	0	8.98	2.36	4.96
CVBF	Cvb Financial Corp	Finance	Major Banks	24.11	0.94	2.13	108120000	0.48	2.21	8.16	2.46
CVCO	Cavco Inds Inc	Basic Industries	Homebuilding	29.65	3.75	0	8992806	0	1.83	1.31	2.58
CVCY	Central Vly Cmty Bcp	Finance	Major Banks	15.78	1.33	1.16	12142930	0.24	2.11	4.15	1.54
CVGI	Commercial Vehicle G	Capital Goods	Auto Parts:O.E.M.	44.26	0.14	0	30349360	0	2.14	0.27	2.41
CVGW	Calavo Growers Inc	Consumer Non-Durables	Farming/Seeds/Milling	26.26	2.18	1.58	17440000	0.9	3.39	1.06	4.64
CVLT	Commvault Systems	Technology	Computer Software: Prepackaged Software	807.14	0.06	0	45034410	0	2.54	3.59	5.24
CVLY	Codorus Valley Bncp	Finance	Savings Institutions	17.1	1.55	2.04	8396981	0.54	0	3.67	1.44
CVTI	Covenant Transportn	Transportation	Trucking Freight/Courier Services	22.34	0.92	0	18194160	0	4.52	0.55	1.64
CVV	CVD Equipment Corp	Technology	Industrial Machinery/Components	0	-0.09	0	6324480	0	0	2.9528	1.9347
CWAY	Coastway Bancorp Inc			21.72	0.78	0	4114201	0	0	2.75	1.01
CWBC	Community West Bncsh	Finance	Major Banks	16.77	0.62	1.38	8095193	0.14	0	2.62	1.26
CWCO	Cons Water Co Inc	Public Utilities	Water Supply	38.48	0.27	2.94	14818360	0.3	2.65	2.64	1.05
CWST	Casella Waste Sys	Public Utilities	Environmental Services	0	-0.05	0	41488000	0	73.46	0.85	0
CXDC	China Xd Plastics Co	Capital Goods	Containers/Packaging	2.88	1.39	0	49555000	0	0	0.18	0.32
CXRX	Concordia International			0	-13.51	0	51016330	0	0	0.17	0.48
CXSE	Wisdomtree China Ex-			0	0	0	0	0	0	0	0
CY	Cypress Semiconductr	Technology	Semiconductors	0	-2.15	3.54	322528400	0.44	0.31	2.08	2.12
CYAD	Celyad Sa Ads			0	-3.48	0	9312833	0	0	4163.17	1.85
CYAN	Cyanotech Corp	Consumer Durables	Specialty Chemicals	0	-0.89	0	5667500	0	0	0.68	1.32
CYBE	Cyberoptics Cp	Capital Goods	Electronic Components	47.59	0.79	0	6881976	0	0	4.08	6.09
CYBR	Cyberark Soft Ord			67.77	0.78	0	29511920	0	2.11	7.56	6.38
CYCC	Cyclacel Pharmaceuti	Consumer Durables	Major Pharmaceuticals	0	-4.18	0	0	0	0	0	0
CYCCP	Cyclacel Pharmaceuti	Consumer Durables	Major Pharmaceuticals	0	-4.06	9.12	4251095	0.6	0	28.34	1.65
CYHHZ	Community Health Sys			0	0	0	0	0	0	0	0
CYNO	Cynosure Inc	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	84.69	0.65	0	23614900	0	1.55	2.97	2.81
CYOU	Changyou.Com Limited	Technology	Computer Software: Prepackaged Software	9.47	2.69	0	52279880	0	-1.56	2.26	1.13
CYRN	Cyren Ltd			0	-0.11	0	39168180	0	-1.1	2.87	2.44
CYRX	Cryoport Inc			0	-1.01	0	17600000	0	0	8.15	13.11
CYRXW	Cryoport Inc Wts			0	0	0	0	0	0	0	0
CYTK	Cytokinetics	Consumer Durables	Major Pharmaceuticals	11250	0	0	40516440	0	-4.49	5.59	5.48
CYTR	Cytrx Cp	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	0	-0.897	0	96936810	0	0	200.8659	1.7053
CYTX	Cytori Therapeutics	Health Care	Medical/Dental Instruments	0	-1.34	0	20500000	0	0	2.97	2.55
CYTXW	Cytori Therapeutics Inc	Health Care	Medical/Dental Instruments	0	-0.598	0	0	0	0	0	0
CZFC	Citizens First Corp	Finance	Major Banks	12.39	1.66	0.84	2000000	0.16	0	2.01	1.09
CZNC	Citizens Nrthn Cp	Finance	Major Banks	18.64	1.29	4.38	12085870	1.04	0	5.05	1.51
CZR	Caesars Entertnmt			0	-21.4	0	146820800	0	0	0.28	0
CZWI	Citizens Community	Finance	Savings Institutions	24.75	0.51	0.94	5261111	0.12	0	2.65	1.05
DAIO	Data I O Cp	Capital Goods	Electrical Products	29.74	0.16	0	7991380	0	0	1.69	2.37
DAKT	Daktronics Inc	Consumer Durables	Miscellaneous manufacturing industries	46.07	0.22	2.81	44028740	0.28	1.28	0.74	2.12
DAVE	Famous Daves of Am	Consumer Services	Restaurants	0	-1.07	0	6957408	0	3	0.37	1.8
DAX	Recon Cp DAX ETF			0	0	0	0	0	0	0	0
DBVT	Dbv Technologies Ads			0	-1.79	0	45963460	0	-0.28	193.21	5.28
DCIX	Diana Containrshp	Transportation	Marine Transportation	0	-16.34	0	9158301	0	-0.08	0.56	0.24
DCOM	Dime Community Bncsh	Finance	Savings Institutions	10.66	1.97	2.69	36599050	0.56	12.64	3.51	1.35
DCTH	Delcath Systems Inc	Health Care	Medical/Dental Instruments	0	-10.022	0	2197000	0	-0.01	0.277	0.075
DDBI	Legg Mason Dev Exus			0	0	0	0	0	0	0	0
DELT	Delta Tech HD Ltd Or	Industrial Goods	Textile Industrial	0	-0.73	0	9615385	0	0	0.22	0.27
DELTW	Delta Tech Hld Wt			0	-0.73	0	9618000	0	0	0.01	0.02
DENN	Dennys Corp	Consumer Services	Restaurants	62.24	0.2	0	73366100	0	1.51	1.8	0
DEPO	Depomed Inc	Consumer Durables	Major Pharmaceuticals	0	-1.23	0	61482820	0	1.03	2.36	3.59
DERM	Dermira Inc Cm ST			0	-3.57	0	35507000	0	0	8679.35	4.11
DEST	Destination Maternty	Consumer Services	Clothing/Shoe/Accessory Stores	0	-0.23	0	14013080	0	0	0.17	0.81
DFBG	Differntl Brands Cmn			8.75	0.26	0	13084440	0	-0.29	0.42	0.63
DFFN	Diffusion Pharmaceuticals Inc			0	-1.76	0	10344190	0	0	0	3.92
DFNL	Davis Fundamental ETF Trust Davis Select Financi			0	0	0	0	0	0	0	0
DFRG	Del Frisco's Restrnt			21.74	0.79	0	23526740	0	1.73	1.15	1.64
DFVL	Ipath 5 Year Bull			0	0	0	0	0	0	0	0
DFVS	Ipath 5 Year Bear Et			0	0	0	0	0	0	0	0
DGAS	Delta Natural Gas	Public Utilities	Oil & Gas Production	30.47	0.88	3.1	7122951	0.83	7.62	2.87	2.48
DGICA	Donegal Group Cl A	Finance	Property-Casualty Insurers	16.8	1	3.35	26808080	0.55	1.44	0.66	1
DGICB	Donegal Group Cl B	Finance	Property-Casualty Insurers	15.72	1	2.96	26808250	0.48	0	0.64	0.98
DGII	Digi Intl Inc	Technology	Computer Communications Equipment	26.68	0.48	0	26429920	0	0.94	1.65	1.08
DGLD	VS 3X Inv Gold			0	0	0	0	0	0	0	0
DGLY	Digital Ally Inc	Technology	Radio And Television Broadcasting And Communications Equipment	0	-2.11	0	5377084	0	-0.14	1.46	2.31
DGRE	Wisdomtree Emg Mkts			0	0	0	0	0	0	0	0
DGRS	Wisdomtree US SC Qly			0	0	0	0	0	0	0	0
DGRW	Wisdomtree US Qlty D			0	0	0	0	0	0	0	0
DHIL	Diamond Hill Inv	Finance	Investment Managers	15.86	12.93	0	3203989	0	0	5.11	4.57
DHXM	Dhx Media Varbl Vtg			39.0633	0.128	1.06	133791300	0.05	0	3.03	2.637
DIOD	Diodes Inc	Technology	Semiconductors	120.89	0.2	0	48730550	0	1.12	1.29	1.49
DISCA	Discovery Comm A	Consumer Services	Television Services	16.1	1.77	0	457162900	0	1.03	1.97	3.2
DISCB	Discovery Comm B	Consumer Services	Television Services	16.45	1.77	0	457044700	0	0	2.06	3.33
DISCK	Discovery Comm Inc	Consumer Services	Television Services	15.63	1.77	0	457142800	0	1.04	1.92	3.11
DISH	Dish Network Corp	Consumer Services	Television Services	29.13	2.1	0	465085900	0	-17.88	1.87	6.62
DJCO	Daily Journal Cp	Consumer Services	Newspapers/Magazines	0	-0.75	0	1380017	0	0	7.2	2.11
DLBL	Barclays Bank Plc			0	0	0	0	0	0	0	0
DLBS	Ipath Long Bond Bear			0	0	0	0	0	0	0	0
DLHC	Dlh Holdings Corp.			17.81	0.3	0	11240350	0	0	0.67	1.97
DLTH	Duluth Hldg Cl B Cmn			39.98	0.59	0	32375160	0	1.64	2.18	7.69
DLTR	Dollar Tree Inc	Consumer Services	Department/Specialty Retail Stores	22.94	3.4	0	236093300	0	0.94	0.92	3.71
DMLP	Dorchester Minls	Energy	Oil & Gas Production	31.38	0.53	5.93	30675300	0.97	0	15.49	7.69
DMPI	Delmar Pharmaceuticals Inc			0	-0.52	0	0	0	0	0	0
DMRC	Digimarc Corporation	Technology	EDP Services	0	-2.42	0	10083030	0	-0.53	11.68	3.24
DMTX	Dimension Thera Cmn			0	-1.9	0	25043240	0	0	4.91	0.66
DNBF	Dnb Finl Corp	Finance	Major Banks	20.68	1.55	0.85	4203120	0.28	0	4.58	1.46
DNKN	Dunkin' Brands Group			26.5	1.41	2.38	91917020	1.29	2	6.01	0
DORM	Dorman Products Inc	Capital Goods	Auto Parts:O.E.M.	24.56	2.85	0	34453180	0	1.52	2.84	4.1
DOX	Amdocs Ltd Ord			22.12	2.71	1.49	146744600	0.88	2.21	2.31	2.5
DPRX	Dipexium Pharmaceuti			0	-2.06	0	11118520	0	-0.02	0	1
DRAD	Digirad Corporation	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	7.56	0.65	4.17	19678790	0.2	1	0.86	1.46
DRAM	Dataram Corp	Technology	Electronic Components	0	-1.05	0	4045161	0	0	0.31	3.96
DRIO	Labstyle Innovat Cmn			0	-1.82	0	5713217	0	0	9.77	5.1
DRIOW	Labstyle Innovati Wt			0	0	0	0	0	0	0	0
DRNA	Dicerna Pharmaceutic			0	-2.84	0	20752900	0	0	321.54	0.98
DRRX	Durect Corporation	Consumer Durables	Major Pharmaceuticals	0	-0.25	0	138582500	0	-0.19	8.93	10.86
DRWI	Dragonwave Cmn	Public Utilities	Telecommunications Equipment	0	-5.26	0	6103031	0	-0.06	0.22	0
DRYS	Dryships Inc	Transportation	Marine Transportation	0	-1489.71	0	1561404	0	0	0.12	0.12
DSCI	Derma Sciences Cmn	Health Care	Medical/Dental Instruments	0	-0.4	0	28268570	0	0	2.23	1.76
DSGX	Descartes Sys Grp	Technology	Computer Software: Prepackaged Software	73.33	0.3	0	75909090	0	4.44	8.32	3.93
DSLV	VS 3X Inv Silver			0	0	0	0	0	0	0	0
DSPG	D S P Group Inc	Technology	Semiconductors	49.29	0.21	0	21807730	0	5.63	1.65	1.57
DSWL	Deswell Inds Inc	Consumer Non-Durables	Plastic Products	0	-0.05	15.47	16054350	0.28	0	0.7	0.38
DTEA	Davidstea Inc Cm Stk			0	0.41	0	0	0	1.65	0	0
DTRM	Determine Inc			0	-1.17	0	12184740	0	0	0.97	4.39
DTUL	Ipath 2 Year Bull			0	0	0	0	0	0	0	0
DTUS	Ipath 2 Year Bear			0	0	0	0	0	0	0	0
DTYL	Ipath 10 Year Bull			0	0	0	0	0	0	0	0
DTYS	Ipath 10 Year Bear			0	0	0	0	0	0	0	0
DUSA	Davis Fundamental ETF Trust Davis Select U.S. Eq	Consumer Durables	Major Pharmaceuticals	0	0.144	0	0	0	0	0	0
DVAX	Dynavax Technologies	Consumer Durables	Major Pharmaceuticals	0	-3.17	0	38527500	0	0	34.74	1.42
DVCR	Diversicare Healthca			0	-0.37	2.22	6360000	0.22	0	0.16	6.63
DWAC	Elkhorn Commodity Rotation Strategy ETF			0	0	0	0	0	0	0	0
DWAQ	Dynamic OTC Powershares			0	-12.867	0	0	0	0	0	0
DWAS	Powershares DWA Smallcap Momentum Portfolio			0	0	0	0	0	0	0	0
DWAT	Arrow DWA Tactic ETF			0	0	0	0	0	0	0	0
DWCH	Datawatch Cp	Technology	Computer Software: Prepackaged Software	0	-1.09	0	11992650	0	-1.99	2.56	2.51
DWFI	SPDR DWA Fi Allo ETF			0	0	0	0	0	0	0	0
DWIN	PS DWA Tactical Multi-Asset Income			0	0	0	0	0	0	0	0
DWLD	Davis Fundamental ETF Trust Davis Select Worldwi			0	0	0	0	0	0	0	0
DWLV	Powershares DWA Momentum & Low Volatility Rotati			0	0	0	0	0	0	0	0
DWSN	Dawson Geophscl Cmn	Energy	Oil & Gas Production	0	-1.74	0	21631850	0	-0.1	1	0.89
DWTR	PS DWA Tactical Sector Rotation			0	0	0	0	0	0	0	0
DXCM	Dexcom	Health Care	Medical/Dental Instruments	0	-0.68	0	84500000	0	-3.12	12.59	25.62
DXGE	Wisdomtree Gr Hdg Eq			0	0	0	0	0	0	0	0
DXJS	Wisdomtree JP Hdg Fd			0	0	0	0	0	0	0	0
DXKW	Wisdomtree Kor Hdg E			0	0	0	0	0	0	0	0
DXLG	Destination XL Grp			0	-0.11	0	49557580	0	-5.25	0.35	1.81
DXPE	Dxp Enterprise	Capital Goods	Industrial Machinery/Components	0	-0.19	0	17336020	0	61.98	0.63	2.7
DXPS	Wisdomtree UK Hdg Fd			0	0	0	0	0	0	0	0
DXTR	Dextera Surgical Inc			0	-1.66	0	8897436	0	-0.03	2.85	26.38
DXYN	The Dixie Group	Consumer Durables	Home Furnishings	0	-0.2	0	15646580	0	1.96	0.14	0.65
DYNT	Dynatronics Cp	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	0	-0.87	0	2882353	0	0	0.24	4.46
